label,text
fire,장 주요 기둥 내부 시설물 소손 파손 상태 지하 층 지하상가 지하철 역사 와 별도 건물 지하철 선로 직각 방향 길 설치 되 중앙 거리 부분 지하철 이어지 연결 통로 가 설치 되 이번 화재 시 상가 연결 통로 입구 설치 양쪽 
ship,산 외항 출항 선박 과 충돌 주변 군산 외항 전체 수심 항로 폭 좁음 항로 왼쪽 출항 항로 기준 돌핀 선석 오른쪽 만조 경우 수심 암초 가 존재 충돌 당시 선박 침로 속력 위치 대룡 침로 우측 접근 운항 진마 호외 국적 화물
ship,방 점검 실시 해양 환경관리공단 대룡 좌현 과급기 손상 선명 총톤수 선박 주요 치수 주기관 출력 건조 일손 상 범위 손상 일시 대룡 호 길 너비 깊이 과급기 베어링 소손 기관실 이상 발생 점검 결과 좌현 과급 기의 손상 확인
fire, 과 인명 피해 가 발생 된 저장고 개구부 홀 만드 과정 일어난 부분 계 폭발 폭발 인한 압력 급속 하 개구부 상부 저장고 구조 부분 압력 방출 용 하 추정 방출 되 저장고 상부 파열 개구부 주변 철 구조물 파손 폭발 후 개
fire,층 남자 목욕장 과 층 운동 시설 상주 근무자 신속 화재 전파 와 피난 유도 인명 피해 방지 건물 관리 건물 계단실 방화문 개폐 관리 상태 층 계단실 방화문 설치 상태 대한 필요 하 피난 계단 계단실 입구 피난 장애 되 시설
ship,로 누적 절손 피스톤 과 헤드 부딪혔 충격 파손 조각 라이너 기타 동부 연쇄 손상 가함 해양 환경관리공단 절손 된 배기 밸브 스템 변형 된 푸쉬 로드 손상 된 실린더 헤드 연료 젝 터 컵 파손 피스톤 조각 해양 환경관리공단 
ship,해룡 양현 추진기 베벨 기어 손상 선명 총톤수 선박 주요 치수 주기관 출력 건조 일손 상 범위 손상 일시 해룡 호 길 너비 깊이 양현 추진기 상부 기어 손상 베어링 부속 정기 수리 시 양현 추진기 상부 베벨 기어 손상 확인 
fire,누락 된 방화문 여부 설치 상태 대한 필요 하 피난 경로 상 출입구 피난 방향 유효 하 개방 확인 층 양방향 피난 가능 구조 여부 확인 후 피난 계획 수립 피난 경로 상 위치 자동문 전자 출입 시스템 포함 화재 지진 유사시 
fire,재 시공 여부 필요 하 공장 케이블 트레이 케이블 포설 량 트레이 용량 이하 유지 할 권장 
ship,선박 과 사이 안전 거리 두 취할 수 있 지도 감독 도선사 승선 시 선장 도선사 와 항해 절차 지역 조건 선박 특성 관한 정보 교환 하 도선사 와 협력 하 선박 위치 와 이동상 황 정확 하 확인 필요시 선박 안전항 해 와 조
fire,방재 기술 화재 조사 화재 조사 보 화재 발생 후 화재 현장 조사 후 작성 보고서 기반 화재 위험 환기 안전 관리 필요 대책 소개 코너 건물 현황 건물 시설 현황 대지 면적 연면 합계 플랜트 면적 사고 발생 설비 철골 조 구
fire,상 정도 역사 현황 지하 층 승강장 지하 층 대합실 개찰구 지하 층 출입 지하상가 그림 사고 역사 층 별 단면 전동차 화재 상황 황 사고 원인 이번 화재 사고 실어증 과 우울증 증세 가 중풍 장애자 가 자신 신체 대한 비관 
fire,서산 화학 공장 화재 수요일 새벽 충청남도 서산시 위치 화학 공장 가스 폭발 원인 추정 화재 가 발생 화재 공 장동 압축 공정 시작 화재 발화 후 경과 된 후 진압 중상 경상 인명 피해 가 발생 소방서 추산 재산 피해 가 발
fire, 끄 퇴실 할 있 안전 의식 고취 와 습관 필요 가스 누출 감지 경보기 설치 가스 관련 법 의한 의무 가스 누출 감지기 가스 사용 곳 위험 따라 가스 밀도 고려 폭발 가연 독성 가스 누출 예방 감시 위해 추가 가스 누출 감지
ship,돌 교량 선박 충돌 사고 사례 충돌 급 화물선 이르 철교 상판 붕괴 인명 손실 사고 원인 기상 요인 운항 과실 
fire,벗겨진 상태 소화 설비 관리 물분 무소 설비 방수 구역 별 제어 밸브 폐쇄 상태 분전반 실링 피팅 미흡 배관 연결부 실링 피팅 미흡 옥 내용 분전반 옥외 설치 분전반 코드 나사산 산 미만 설치 일반 형 플랙 시 블 배관 설치
ship, 선박 크기 화물 적재 상태 와 조류 방향 따라 차이 시간 소요 되 과정 조종 성능 일부 자유 사전 선박 동정 주 관찰 항로 항행 선박 과 충돌 위험 조금 판단 되 무리 하 항로 진입 항로 밖 대기 하 하 충돌 위험 사라진 
ship,환경관리공단 발전기 시동 모터 전원 배치 도 화재 진압 후 상태 추정 발화 지점 해양 환경관리공단 화재 발생 부분 기계 작동 부 전기 작동 부 평소 점검 사항 에서 하 부분 감안 때 세부 점검 계획 수립 점검 필요 장비 주요
fire, 판 화재 폭발 조사 가이드 방재 기술 자료집 가스 계소 설비 기준 물분 미분 무수 설비 기준 제연 공조 설비 기준 건축물 구조 안전 코드 방화 공학 핸드북 판 화재 사례 집 인터넷 구입 홈페이지 도서 안내 코너 주문 입금 
fire,하 구역 임 화재 발생 당시 공 장동 에 직원 작업 상태 공 장동 설치 일반 전기 설비 플랙 시 블 배관 전기 점 화원 될 있 현황 화재 현장 전체 흔적 공 장동 중심 되 공장 창 고동 위험물 창 고동 확대 형태 임 공 장동
ship,력 건조 일 손상 범위 손상 일시 대룡 호 길 너비 깊이 크랭크 축 손상 메인 베어링 소착 피스톤 라이너 소손 기타 작동 부 변형 해양 환경관리공단 예선 작업 위해 주기관 가동 이후 경과 된 시점 좌현 엔진 윤활유 가 정상 
ship,지 인 윈치 와 조타 장치 동시 조작 나머지 인 신규 채용 교육 윈치 핸들 레버 유압 유지 위한 작업 전방 주시 주의력 분산 예인선 타력 대룡 접근 대룡 전진 피 예인선 타력 대룡 접근 통상 접근 정도 접근 대룡 가 신양호 
ship,발 투승 양승 시 작업 안전 대한 관리 감독 철저 선장 선원 건강 상태 확인 후 작업 배치 액체 화학 품 산 운반선 선원 사망 사건 어선 선원 실종 사건 접안 계류 작업 위험 작업 안전모 구명동의 착용 줄 작업 선장 지시 체
fire,산화 성 고체 물질 의한 폭발 사고 목 사고 개요 사고 분류 폭발 일시 분경 장소 대전 소재 연구원 재해 사항 연구원 손 다리 부위 외상 화상 사고 발생 과정 목 오전 분경 연구원 연구원 실험실 앞 외부 무기 나노 복합체 만
ship,절손 부위 상태 추진기 상하부 파트 체결 부위 볼트 절손 해양 환경관리공단 예인 작업 마치 마산항 회항 하 위해 경남 통영 견내량 해협 통과 부근 지나 해저 암초 좌현 추진기 접촉 기상 상태 사고 당시 견내량 해협 시정 양호
ship,선 보 호 흘수 약선 할지라도 개항 현행 무역항 안 항로 밖 항로 들어오 호가 항로 항행 선박 진로 피해야 주의의무 면제 항로 항행 선박 진로 우선권 갖 참고 개항 질서 법 선박 항로 항행 흘수 약선 진로 방해 규정 되 항로
ship,물 기름 닦 높낮이 가 장소 색 표지판 구분 해양 환경관리공단 로프 끼 감김 사 항해사 재해 온산 항 좌현 선미 계류 색 풀 작업 왼손 약지 가 비트 와 계류 색 사이 끼 골절 됨 기관사 재해 여수 해상 해 상방 훈련 로프 
fire, 추정 발화 원인 개발 가 접 의 반자 상부 지나 케이블 트레이 에 케이블 과다 포설 된 상태 케이블 단락 발견 되 케이블 트레이 지락 관찰 상태 그림 전기 요인 발화 원인 추정 그림 층 개발 가 접 옆 사무실 그림 지락 성
destroied, 불량 장 구성 증진 위하 일부 보수 필요 상태 주요 부재 결함 보조 부재 광범위 결함 발생 전체 시설물 안전 는 지장 부재 구성 기능 저하 방지 위한 보수 필요 하 보조 부재 보강 필요 상태 주요 부재 결함 발생 긴급 보수
ship,도중 기관 클러치 중립 두 선박 조종 선박 침몰 이르 교훈 시사점 선장 기상 악화 되 선수 바람 과 파도 만날 때 에 옆 파도 만나 히브 조선 하 하 기관 정지 되 주의 하 나라 동해 안 조업 미만 연안어 선 기상 악화 예상
fire,지물 된 추정 사진 지상 출입구 이동식 연기 배출기 이용 하 배연 하 소방대 와 옆 지상 환기구 사고 역사 발생 농연 빠져 나오 모습 소방대 진화 구조 활동 화재 초기 대구 인근 지역 소방대 와 중앙 구조대 소방차 구조 차량
ship, 의해 연료 분사 개폐 량 완전 개방 되 로 인해 엔진 회전수 가 상승 크랭크 과열 과 충격 가해짐 체결 볼트 이탈 부위 이탈 체결 볼트 체결 볼트 이탈 부위 해양 환경관리공단 엔진 점검 포인트 사각지대 중점 체크 필요 고장
